"Comuna","Sub.Pacto","Partido","Votacion"
"COPIAPO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",415
"COPIAPO","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",4397
"COPIAPO","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",221
"COPIAPO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",199
"COPIAPO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",2182
"COPIAPO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1975
"COPIAPO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",854
"COPIAPO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",3520
"COPIAPO",NA,"AMPLITUD",637
"COPIAPO",NA,"INDEPENDIENTE",6082
"COPIAPO",NA,"PARTIDO ECOLOGISTA VERDE ",611
"COPIAPO",NA,"RENOVACION NACIONAL ",4608
"COPIAPO",NA,"UNION DEMOCRATA INDEPENDIENTE",834
NA,NA,NA,NA
"DIEGO DE ALMAGRO","SUBPACTO FREP E INDEPENDIENTES","FRENTE REGIONAL Y POPULAR",132
"DIEGO DE ALMAGRO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1351
"DIEGO DE ALMAGRO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",258
"DIEGO DE ALMAGRO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",213
"DIEGO DE ALMAGRO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",31
"DIEGO DE ALMAGRO","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",414
"DIEGO DE ALMAGRO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",448
"DIEGO DE ALMAGRO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",144
"DIEGO DE ALMAGRO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",263
"DIEGO DE ALMAGRO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",486
"DIEGO DE ALMAGRO",NA,"INDEPENDIENTE",703
"DIEGO DE ALMAGRO",NA,"UNION DEMOCRATA INDEPENDIENTE",79
NA,NA,NA,NA
"FREIRINA","SUBPACTO FREP E INDEPENDIENTES","FRENTE REGIONAL Y POPULAR",448
"FREIRINA","SUBPACTO FREP E INDEPENDIENTES","INDEPENDIENTE",26
"FREIRINA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",137
"FREIRINA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",55
"FREIRINA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",372
"FREIRINA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",221
"FREIRINA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",246
"FREIRINA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",212
"FREIRINA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",623
"FREIRINA",NA,"RENOVACION NACIONAL ",762
NA,NA,NA,NA
"HUASCO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",274
"HUASCO","SUBPACTO FREP E INDEPENDIENTES","FRENTE REGIONAL Y POPULAR",92
"HUASCO","SUBPACTO FREP E INDEPENDIENTES","INDEPENDIENTE",71
"HUASCO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",142
"HUASCO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",69
"HUASCO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",396
"HUASCO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",56
"HUASCO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",37
"HUASCO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",581
"HUASCO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",24
"HUASCO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",469
"HUASCO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",735
"HUASCO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",249
"HUASCO",NA,"INDEPENDIENTE",292
"HUASCO",NA,"RENOVACION NACIONAL ",565
"HUASCO",NA,"UNION DEMOCRATA INDEPENDIENTE",16
NA,NA,NA,NA
"TIERRA AMARILLA","SUBPACTO FREP E INDEPENDIENTES","FRENTE REGIONAL Y POPULAR",518
"TIERRA AMARILLA","SUBPACTO FREP E INDEPENDIENTES","INDEPENDIENTE",241
"TIERRA AMARILLA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",409
"TIERRA AMARILLA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",616
"TIERRA AMARILLA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",132
"TIERRA AMARILLA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",598
"TIERRA AMARILLA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",184
"TIERRA AMARILLA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",337
"TIERRA AMARILLA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",810
"TIERRA AMARILLA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",113
"TIERRA AMARILLA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",106
"TIERRA AMARILLA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",671
"TIERRA AMARILLA",NA,"AMPLITUD",407
"TIERRA AMARILLA",NA,"INDEPENDIENTE",1060
"TIERRA AMARILLA",NA,"RENOVACION NACIONAL ",380
"TIERRA AMARILLA",NA,"UNION DEMOCRATA INDEPENDIENTE",163
NA,NA,NA,NA
"VALLENAR","SUBPACTO FREP E INDEPENDIENTES","FRENTE REGIONAL Y POPULAR",2704
"VALLENAR","SUBPACTO FREP E INDEPENDIENTES","INDEPENDIENTE",854
"VALLENAR","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",1905
"VALLENAR","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",734
"VALLENAR","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",882
"VALLENAR","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",607
"VALLENAR","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",1838
"VALLENAR","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1033
"VALLENAR","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",466
"VALLENAR","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1584
"VALLENAR",NA,"INDEPENDIENTE",175
"VALLENAR",NA,"RENOVACION NACIONAL ",2886
"VALLENAR",NA,"UNION DEMOCRATA INDEPENDIENTE",180
NA,NA,NA,NA
NA,NA,NA,NA
"ANDACOLLO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",21
"ANDACOLLO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",464
"ANDACOLLO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",397
"ANDACOLLO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",627
"ANDACOLLO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",658
"ANDACOLLO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",130
"ANDACOLLO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",212
"ANDACOLLO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",275
"ANDACOLLO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",529
"ANDACOLLO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",544
"ANDACOLLO",NA,"INDEPENDIENTE",902
"ANDACOLLO",NA,"RENOVACION NACIONAL ",271
"ANDACOLLO",NA,"UNION DEMOCRATA INDEPENDIENTE",516
NA,NA,NA,NA
"CANELA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",88
"CANELA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",358
"CANELA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",951
"CANELA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",498
"CANELA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",919
"CANELA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",228
"CANELA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",154
"CANELA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",456
"CANELA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",220
"CANELA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",182
"CANELA",NA,"FUERZA REGIONAL NORTE VERDE",46
"CANELA",NA,"INDEPENDIENTE",702
"CANELA",NA,"RENOVACION NACIONAL ",159
"CANELA",NA,"UNION DEMOCRATA INDEPENDIENTE",176
NA,NA,NA,NA
"COMBARBALA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",266
"COMBARBALA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",393
"COMBARBALA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",242
"COMBARBALA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",610
"COMBARBALA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",254
"COMBARBALA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",355
"COMBARBALA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",321
"COMBARBALA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",392
"COMBARBALA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",163
"COMBARBALA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",512
"COMBARBALA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",96
"COMBARBALA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",45
"COMBARBALA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",205
"COMBARBALA",NA,"AMPLITUD",56
"COMBARBALA",NA,"FUERZA REGIONAL NORTE VERDE",303
"COMBARBALA",NA,"INDEPENDIENTE",128
"COMBARBALA",NA,"RENOVACION NACIONAL ",491
"COMBARBALA",NA,"UNION DEMOCRATA INDEPENDIENTE",1236
NA,NA,NA,NA
"COQUIMBO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",174
"COQUIMBO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",594
"COQUIMBO","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",547
"COQUIMBO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",981
"COQUIMBO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",2265
"COQUIMBO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",8349
"COQUIMBO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",2444
"COQUIMBO","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",1027
"COQUIMBO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",560
"COQUIMBO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",1902
"COQUIMBO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",218
"COQUIMBO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",4293
"COQUIMBO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",334
"COQUIMBO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1928
"COQUIMBO",NA,"AMPLITUD",643
"COQUIMBO",NA,"FUERZA REGIONAL NORTE VERDE",162
"COQUIMBO",NA,"INDEPENDIENTE",3442
"COQUIMBO",NA,"RENOVACION NACIONAL ",4626
"COQUIMBO",NA,"UNION DEMOCRATA INDEPENDIENTE",3180
NA,NA,NA,NA
"ILLAPEL","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",93
"ILLAPEL","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",752
"ILLAPEL","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",954
"ILLAPEL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1717
"ILLAPEL","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",126
"ILLAPEL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",429
"ILLAPEL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",174
"ILLAPEL","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",2843
"ILLAPEL","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",1604
"ILLAPEL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",915
"ILLAPEL",NA,"INDEPENDIENTE",529
"ILLAPEL",NA,"RENOVACION NACIONAL ",1294
"ILLAPEL",NA,"UNION DEMOCRATA INDEPENDIENTE",376
NA,NA,NA,NA
"LA HIGUERA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",55
"LA HIGUERA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",124
"LA HIGUERA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",52
"LA HIGUERA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",222
"LA HIGUERA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",251
"LA HIGUERA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",9
"LA HIGUERA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",230
"LA HIGUERA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",65
"LA HIGUERA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",305
"LA HIGUERA",NA,"FUERZA REGIONAL NORTE VERDE",96
"LA HIGUERA",NA,"INDEPENDIENTE",13
"LA HIGUERA",NA,"RENOVACION NACIONAL ",356
"LA HIGUERA",NA,"UNION DEMOCRATA INDEPENDIENTE",610
NA,NA,NA,NA
"LA SERENA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",630
"LA SERENA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",1781
"LA SERENA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",707
"LA SERENA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1061
"LA SERENA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",7857
"LA SERENA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",155
"LA SERENA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1530
"LA SERENA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",149
"LA SERENA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",440
"LA SERENA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",455
"LA SERENA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",2643
"LA SERENA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",3069
"LA SERENA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",3286
"LA SERENA",NA,"AMPLITUD",372
"LA SERENA",NA,"FUERZA REGIONAL NORTE VERDE",493
"LA SERENA",NA,"INDEPENDIENTE",2845
"LA SERENA",NA,"RENOVACION NACIONAL ",4199
"LA SERENA",NA,"REVOLUCION DEMOCRATICA",1636
"LA SERENA",NA,"UNION DEMOCRATA INDEPENDIENTE",2843
NA,NA,NA,NA
"LOS VILOS","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",535
"LOS VILOS","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",395
"LOS VILOS","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",500
"LOS VILOS","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",654
"LOS VILOS","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",597
"LOS VILOS","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",581
"LOS VILOS","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",381
"LOS VILOS","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",304
"LOS VILOS","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1036
"LOS VILOS",NA,"AMPLITUD",51
"LOS VILOS",NA,"FUERZA REGIONAL NORTE VERDE",145
"LOS VILOS",NA,"INDEPENDIENTE",758
"LOS VILOS",NA,"RENOVACION NACIONAL ",748
"LOS VILOS",NA,"UNION DEMOCRATA INDEPENDIENTE",401
NA,NA,NA,NA
"MONTE PATRIA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",528
"MONTE PATRIA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",108
"MONTE PATRIA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",966
"MONTE PATRIA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",1241
"MONTE PATRIA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",608
"MONTE PATRIA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1220
"MONTE PATRIA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",320
"MONTE PATRIA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",211
"MONTE PATRIA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",562
"MONTE PATRIA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",194
"MONTE PATRIA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1278
"MONTE PATRIA",NA,"INDEPENDIENTE",1244
"MONTE PATRIA",NA,"RENOVACION NACIONAL ",855
"MONTE PATRIA",NA,"UNION DEMOCRATA INDEPENDIENTE",1601
NA,NA,NA,NA
"OVALLE","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",371
"OVALLE","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",157
"OVALLE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1996
"OVALLE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",3606
"OVALLE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",1633
"OVALLE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",780
"OVALLE","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",89
"OVALLE","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",4148
"OVALLE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",329
"OVALLE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",187
"OVALLE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",636
"OVALLE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",274
"OVALLE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1369
"OVALLE",NA,"AMPLITUD",371
"OVALLE",NA,"FUERZA REGIONAL NORTE VERDE",436
"OVALLE",NA,"INDEPENDIENTE",6010
"OVALLE",NA,"PARTIDO ECOLOGISTA VERDE ",660
"OVALLE",NA,"RENOVACION NACIONAL ",2834
"OVALLE",NA,"UNION DEMOCRATA INDEPENDIENTE",2208
NA,NA,NA,NA
"PAIHUANO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",30
"PAIHUANO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",5
"PAIHUANO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",53
"PAIHUANO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",393
"PAIHUANO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",249
"PAIHUANO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",328
"PAIHUANO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",34
"PAIHUANO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",41
"PAIHUANO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",207
"PAIHUANO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",48
"PAIHUANO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",227
"PAIHUANO",NA,"INDEPENDIENTE",87
"PAIHUANO",NA,"RENOVACION NACIONAL ",1041
"PAIHUANO",NA,"UNION DEMOCRATA INDEPENDIENTE",180
NA,NA,NA,NA
"PUNITAQUI","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",120
"PUNITAQUI","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",140
"PUNITAQUI","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",64
"PUNITAQUI","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",790
"PUNITAQUI","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",45
"PUNITAQUI","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",79
"PUNITAQUI","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",883
"PUNITAQUI","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",338
"PUNITAQUI","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",231
"PUNITAQUI","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",183
"PUNITAQUI","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",183
"PUNITAQUI",NA,"FUERZA REGIONAL NORTE VERDE",259
"PUNITAQUI",NA,"INDEPENDIENTE",750
"PUNITAQUI",NA,"RENOVACION NACIONAL ",704
"PUNITAQUI",NA,"UNION DEMOCRATA INDEPENDIENTE",55
NA,NA,NA,NA
"RIO HURTADO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",4
"RIO HURTADO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",600
"RIO HURTADO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",263
"RIO HURTADO","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",23
"RIO HURTADO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",89
"RIO HURTADO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",65
"RIO HURTADO",NA,"FUERZA REGIONAL NORTE VERDE",172
"RIO HURTADO",NA,"INDEPENDIENTE",172
"RIO HURTADO",NA,"RENOVACION NACIONAL ",285
"RIO HURTADO",NA,"UNION DEMOCRATA INDEPENDIENTE",760
NA,NA,NA,NA
"SALAMANCA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",148
"SALAMANCA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",709
"SALAMANCA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",628
"SALAMANCA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1250
"SALAMANCA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",544
"SALAMANCA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",525
"SALAMANCA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",273
"SALAMANCA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",410
"SALAMANCA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",578
"SALAMANCA",NA,"AMPLITUD",1415
"SALAMANCA",NA,"INDEPENDIENTE",834
"SALAMANCA",NA,"RENOVACION NACIONAL ",687
"SALAMANCA",NA,"UNION DEMOCRATA INDEPENDIENTE",1448
NA,NA,NA,NA
"VICUÑA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",595
"VICUÑA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",337
"VICUÑA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",1014
"VICUÑA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",341
"VICUÑA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",338
"VICUÑA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",864
"VICUÑA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",430
"VICUÑA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",96
"VICUÑA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",217
"VICUÑA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",428
"VICUÑA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",166
"VICUÑA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",183
"VICUÑA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1240
"VICUÑA",NA,"INDEPENDIENTE",1491
